import time: self [us] | cumulative | imported package
import time:      3086 |       3086 |               openai.types.chat.chat_completion_stream_options_param
import time:      3548 |       3548 |               openai.types.chat.chat_completion_prediction_content_param
import time:      4727 |       4727 |                 openai.types.chat.chat_completion_named_tool_choice_param
import time:      3782 |       8508 |               openai.types.chat.chat_completion_tool_choice_option_param
import time:      3296 |       3296 |               openai.types.chat.chat_completion_function_call_option_param
import time:      6547 |      89811 |             openai.types.chat.completion_create_params
import time:      3905 |       3905 |             openai.types.chat.completion_update_params
import time:      3760 |       3760 |             openai.types.chat.chat_completion_store_message
import time:      3333 |       3333 |             openai.types.chat.chat_completion_reasoning_effort
import time:      5106 |     163438 |           openai.types.chat
import time:       139 |     163577 |         openai.types.chat.chat_completion_stream_options_param
import time:      4754 |     168331 |       openai.types.completion_create_params
import time:      3603 |       3603 |           openai.types.moderation_text_input_param
import time:      3601 |       3601 |           openai.types.moderation_image_url_input_param
import time:      4059 |      11263 |         openai.types.moderation_multi_modal_input_param
import time:      3918 |      15181 |       openai.types.moderation_create_params
import time:      4307 |       4307 |       openai.types.vector_store_list_params
import time:      4260 |       4260 |       openai.types.create_embedding_response
import time:      4004 |       4004 |       openai.types.moderation_create_response
import time:      3358 |       3358 |           openai.types.auto_file_chunking_strategy_param
import time:      3272 |       3272 |             openai.types.static_file_chunking_strategy_param
import time:      3681 |       6953 |           openai.types.static_file_chunking_strategy_object_param
import time:      3459 |      13769 |         openai.types.file_chunking_strategy_param
import time:      3897 |      17666 |       openai.types.vector_store_create_params
import time:      3455 |       3455 |       openai.types.vector_store_search_params
import time:      3480 |       3480 |       openai.types.vector_store_update_params
import time:      4380 |       4380 |       openai.types.vector_store_search_response
import time:      3267 |       3267 |       openai.types.websocket_connection_options
import time:      3269 |       3269 |       openai.types.image_create_variation_params
import time:     10933 |     635587 |     openai.types
import time:      3540 |       3540 |       openai._exceptions
import time:      3907 |       3907 |       openai._qs
import time:      2832 |       2832 |       openai._version
import time:      5732 |       5732 |                       openai._streaming
import time:      4880 |      10611 |                     openai._legacy_response
import time:      4237 |       4237 |                     openai._resource
import time:      5357 |       5357 |                     openai._response
import time:      9508 |       9508 |                           argparse
import time:     10279 |      19787 |                         distro.distro
import time:      8315 |      28102 |                       distro
import time:      9275 |      37376 |                     openai._base_client
import time:      4293 |       4293 |                           openai.lib._pydantic
import time:      5370 |       5370 |                                 openai.types.responses.computer_tool
import time:      4674 |       4674 |                                 openai.types.responses.function_tool
import time:      6090 |       6090 |                                 openai.types.responses.web_search_tool
import time:      6554 |       6554 |                                 openai.types.responses.file_search_tool
import time:     10782 |      33467 |                               openai.types.responses.tool
import time:      6039 |       6039 |                                 openai.types.responses.response_error
import time:      9098 |       9098 |                                 openai.types.responses.response_usage
import time:      6112 |       6112 |                                 openai.types.responses.response_status
import time:      5417 |       5417 |                                 openai.types.responses.tool_choice_types
import time:      5413 |       5413 |                                 openai.types.responses.tool_choice_options
import time:      8700 |       8700 |                                     openai.types.responses.response_output_text
import time:      6408 |       6408 |                                     openai.types.responses.response_output_refusal
import time:      5939 |      21046 |                                   openai.types.responses.response_output_message
import time:      7031 |       7031 |                                   openai.types.responses.response_reasoning_item
import time:     13242 |      13242 |                                   openai.types.responses.response_computer_tool_call
import time:      6789 |       6789 |                                   openai.types.responses.response_function_tool_call
import time:      6059 |       6059 |                                   openai.types.responses.response_function_web_search
import time:      6876 |       6876 |                                   openai.types.responses.response_file_search_tool_call
import time:      6318 |      67359 |                                 openai.types.responses.response_output_item
import time:      5075 |       5075 |                                     openai.types.responses.response_format_text_json_schema_config
import time:      4618 |       9693 |                                   openai.types.responses.response_format_text_config
import time:      5507 |      15200 |                                 openai.types.responses.response_text_config
import time:      5099 |       5099 |                                 openai.types.responses.tool_choice_function
import time:      8522 |     128256 |                               openai.types.responses.response
import time:      4637 |       4637 |                                 openai.types.responses.computer_tool_param
import time:      4115 |       4115 |                                 openai.types.responses.function_tool_param
import time:      4784 |       4784 |                                 openai.types.responses.web_search_tool_param
import time:      4457 |       4457 |                                 openai.types.responses.file_search_tool_param
import time:      4490 |      22481 |                               openai.types.responses.tool_param
import time:      5385 |       5385 |                                       openai.types.responses.response_input_file
import time:      5219 |       5219 |                                       openai.types.responses.response_input_text
import time:      5725 |       5725 |                                       openai.types.responses.response_input_image
import time:      5651 |      21979 |                                     openai.types.responses.response_input_content
import time:      4936 |      26914 |                                   openai.types.responses.response_input_message_content_list
import time:      6654 |      33568 |                                 openai.types.responses.response_input_message_item
import time:      6263 |       6263 |                                 openai.types.responses.response_function_tool_call_item
import time:      6077 |       6077 |                                   openai.types.responses.response_computer_tool_call_output_screenshot
import time:      6552 |      12628 |                                 openai.types.responses.response_computer_tool_call_output_item
import time:      6148 |       6148 |                                 openai.types.responses.response_function_tool_call_output_item
import time:      5306 |      63912 |                               openai.types.responses.response_item
import time:      8601 |       8601 |                               openai.types.responses.parsed_response
import time:      5576 |       5576 |                               openai.types.responses.response_item_list
import time:      4973 |       4973 |                               openai.types.responses.response_includable
import time:      5497 |       5497 |                               openai.types.responses.response_error_event
import time:      5092 |       5092 |                                     openai.types.responses.response_input_file_param
import time:      4784 |       4784 |                                     openai.types.responses.response_input_text_param
import time:      4884 |       4884 |                                     openai.types.responses.response_input_image_param
import time:      5626 |      20384 |                                   openai.types.responses.response_input_message_content_list_param
import time:      6311 |      26694 |                                 openai.types.responses.easy_input_message_param
import time:      5276 |       5276 |                                   openai.types.responses.response_output_text_param
import time:      4638 |       4638 |                                   openai.types.responses.response_output_refusal_param
import time:      4242 |      14155 |                                 openai.types.responses.response_output_message_param
import time:      5040 |       5040 |                                 openai.types.responses.response_reasoning_item_param
import time:      7042 |       7042 |                                 openai.types.responses.response_computer_tool_call_param
import time:      4136 |       4136 |                                 openai.types.responses.response_function_tool_call_param
import time:      4585 |       4585 |                                 openai.types.responses.response_function_web_search_param
import time:      3866 |       3866 |                                 openai.types.responses.response_file_search_tool_call_param
import time:      4583 |       4583 |                                 openai.types.responses.response_computer_tool_call_output_screenshot_param
import time:      7027 |      77125 |                               openai.types.responses.response_input_param
import time:      5080 |       5080 |                               openai.types.responses.response_failed_event
import time:      5950 |       5950 |                                 openai.types.responses.response_created_event
import time:      5182 |       5182 |                                 openai.types.responses.response_completed_event
import time:      5276 |       5276 |                                 openai.types.responses.response_text_done_event
import time:      4780 |       4780 |                                 openai.types.responses.response_audio_done_event
import time:      5152 |       5152 |                                 openai.types.responses.response_incomplete_event
import time:      5709 |       5709 |                                 openai.types.responses.response_text_delta_event
import time:      6650 |       6650 |                                 openai.types.responses.response_audio_delta_event
import time:      6239 |       6239 |                                 openai.types.responses.response_in_progress_event
import time:      5930 |       5930 |                                 openai.types.responses.response_refusal_done_event
import time:      5330 |       5330 |                                 openai.types.responses.response_refusal_delta_event
import time:      6191 |       6191 |                                 openai.types.responses.response_output_item_done_event
import time:      6552 |       6552 |                                 openai.types.responses.response_content_part_done_event
import time:      6398 |       6398 |                                 openai.types.responses.response_output_item_added_event
import time:      5434 |       5434 |                                 openai.types.responses.response_content_part_added_event
import time:      5352 |       5352 |                                 openai.types.responses.response_audio_transcript_done_event
import time:      8360 |       8360 |                                 openai.types.responses.response_text_annotation_delta_event
import time:      5930 |       5930 |                                 openai.types.responses.response_audio_transcript_delta_event
import time:      5390 |       5390 |                                 openai.types.responses.response_web_search_call_completed_event
import time:      5224 |       5224 |                                 openai.types.responses.response_web_search_call_searching_event
import time:      5898 |       5898 |                                 openai.types.responses.response_file_search_call_completed_event
import time:      5244 |       5244 |                                 openai.types.responses.response_file_search_call_searching_event
import time:      5417 |       5417 |                                 openai.types.responses.response_web_search_call_in_progress_event
import time:      5891 |       5891 |                                 openai.types.responses.response_file_search_call_in_progress_event
import time:      6372 |       6372 |                                 openai.types.responses.response_function_call_arguments_done_event
import time:      5362 |       5362 |                                 openai.types.responses.response_function_call_arguments_delta_event
import time:      5971 |       5971 |                                 openai.types.responses.response_code_interpreter_call_code_done_event
import time:      7760 |       7760 |                                   openai.types.responses.response_code_interpreter_tool_call
import time:      5452 |      13211 |                                 openai.types.responses.response_code_interpreter_call_completed_event
import time:      5713 |       5713 |                                 openai.types.responses.response_code_interpreter_call_code_delta_event
import time:      5616 |       5616 |                                 openai.types.responses.response_code_interpreter_call_in_progress_event
import time:      5730 |       5730 |                                 openai.types.responses.response_code_interpreter_call_interpreting_event
import time:     10048 |     191488 |                               openai.types.responses.response_stream_event
import time:      4813 |       4813 |                               openai.types.responses.input_item_list_params
import time:      3876 |       3876 |                                 openai.types.responses.tool_choice_types_param
import time:      4593 |       4593 |                                     openai.types.responses.response_format_text_json_schema_config_param
import time:      4538 |       9130 |                                   openai.types.responses.response_format_text_config_param
import time:      4981 |      14110 |                                 openai.types.responses.response_text_config_param
import time:      5587 |       5587 |                                 openai.types.responses.tool_choice_function_param
import time:      6417 |      29989 |                               openai.types.responses.response_create_params
import time:      3963 |       3963 |                               openai.types.responses.response_retrieve_params
import time:     11224 |      11224 |                               openai.types.responses.response_input_item_param
import time:      4094 |       4094 |                               openai.types.responses.response_input_content_param
import time:      8409 |     608942 |                             openai.types.responses
import time:       210 |     609151 |                           openai.types.responses.function_tool_param
import time:      7086 |     620528 |                         openai.lib._tools
import time:      6717 |       6717 |                           openai.lib._parsing._completions
import time:      4612 |      11328 |                         openai.lib._parsing
import time:      5034 |     636889 |                       openai.lib
import time:        97 |     636986 |                     openai.lib._parsing
import time:      9597 |       9597 |                             openai.types.beta.thread
import time:      4299 |       4299 |                                 openai.types.beta.function_tool
import time:      5871 |       5871 |                                 openai.types.beta.file_search_tool
import time:      4958 |       4958 |                                 openai.types.beta.code_interpreter_tool
import time:      4924 |      20051 |                               openai.types.beta.assistant_tool
import time:      3936 |       3936 |                               openai.types.beta.assistant_response_format_option
import time:      6903 |      30888 |                             openai.types.beta.assistant
import time:      5272 |       5272 |                             openai.types.beta.thread_deleted
import time:      6204 |       6204 |                             openai.types.beta.assistant_deleted
import time:      4884 |       4884 |                             openai.types.beta.function_tool_param
import time:      5090 |       5090 |                               openai.types.beta.file_search_tool_param
import time:      4412 |       4412 |                               openai.types.beta.code_interpreter_tool_param
import time:      4256 |      13757 |                             openai.types.beta.assistant_tool_param
import time:      5756 |       5756 |                                     openai.types.beta.threads.run_status
import time:      5728 |       5728 |                                         openai.types.beta.assistant_tool_choice_function
import time:      4906 |      10633 |                                       openai.types.beta.assistant_tool_choice
import time:      5619 |      16252 |                                     openai.types.beta.assistant_tool_choice_option
import time:      5237 |       5237 |                                     openai.types.beta.threads.required_action_function_tool_call
import time:     17698 |      44941 |                                   openai.types.beta.threads.run
import time:      6534 |       6534 |                                       openai.types.beta.threads.file_path_annotation
import time:      5653 |       5653 |                                       openai.types.beta.threads.file_citation_annotation
import time:      5717 |      17903 |                                     openai.types.beta.threads.annotation
import time:      5202 |      23105 |                                   openai.types.beta.threads.text
import time:      5009 |       5009 |                                       openai.types.beta.threads.text_content_block
import time:      4980 |       4980 |                                       openai.types.beta.threads.refusal_content_block
import time:      5976 |       5976 |                                         openai.types.beta.threads.image_url
import time:      5106 |      11082 |                                       openai.types.beta.threads.image_url_content_block
import time:      5451 |       5451 |                                         openai.types.beta.threads.image_file
import time:      6094 |      11544 |                                       openai.types.beta.threads.image_file_content_block
import time:      5246 |      37860 |                                     openai.types.beta.threads.message_content
import time:      8828 |      46688 |                                   openai.types.beta.threads.message
import time:      5980 |       5980 |                                       openai.types.beta.threads.file_path_delta_annotation
import time:      5919 |       5919 |                                       openai.types.beta.threads.file_citation_delta_annotation
import time:      5351 |      17249 |                                     openai.types.beta.threads.annotation_delta
import time:      5557 |      22806 |                                   openai.types.beta.threads.text_delta
import time:      5147 |       5147 |                                       openai.types.beta.threads.text_delta_block
import time:      5046 |       5046 |                                       openai.types.beta.threads.refusal_delta_block
import time:      5171 |       5171 |                                         openai.types.beta.threads.image_url_delta
import time:      5682 |      10853 |                                       openai.types.beta.threads.image_url_delta_block
import time:      5758 |       5758 |                                         openai.types.beta.threads.image_file_delta
import time:      4946 |      10704 |                                       openai.types.beta.threads.image_file_delta_block
import time:      5191 |      36940 |                                     openai.types.beta.threads.message_content_delta
import time:      5503 |      42442 |                                   openai.types.beta.threads.message_delta
import time:      4669 |       4669 |                                   openai.types.beta.threads.image_url_param
import time:      5924 |       5924 |                                   openai.types.beta.threads.message_deleted
import time:      4363 |       4363 |                                   openai.types.beta.threads.run_list_params
import time:      4574 |       4574 |                                   openai.types.beta.threads.image_file_param
import time:      7505 |       7505 |                                               openai.types.beta.threads.runs.function_tool_call
import time:      8137 |       8137 |                                               openai.types.beta.threads.runs.file_search_tool_call
import time:      7859 |       7859 |                                               openai.types.beta.threads.runs.code_interpreter_tool_call
import time:      5752 |      29252 |                                             openai.types.beta.threads.runs.tool_call
import time:      5635 |      34887 |                                           openai.types.beta.threads.runs.tool_calls_step_details
import time:      6508 |       6508 |                                           openai.types.beta.threads.runs.message_creation_step_details
import time:     10975 |      52369 |                                         openai.types.beta.threads.runs.run_step
import time:      7541 |       7541 |                                               openai.types.beta.threads.runs.function_tool_call_delta
import time:      5195 |       5195 |                                               openai.types.beta.threads.runs.file_search_tool_call_delta
import time:      5198 |       5198 |                                                 openai.types.beta.threads.runs.code_interpreter_logs
import time:      5471 |       5471 |                                                 openai.types.beta.threads.runs.code_interpreter_output_image
import time:      7225 |      17893 |                                               openai.types.beta.threads.runs.code_interpreter_tool_call_delta
import time:      6709 |      37337 |                                             openai.types.beta.threads.runs.tool_call_delta
import time:      5989 |      43326 |                                           openai.types.beta.threads.runs.tool_call_delta_object
import time:      5769 |       5769 |                                           openai.types.beta.threads.runs.run_step_delta_message_delta
import time:      6150 |      55244 |                                         openai.types.beta.threads.runs.run_step_delta
import time:      5176 |       5176 |                                         openai.types.beta.threads.runs.run_step_include
import time:      5119 |       5119 |                                         openai.types.beta.threads.runs.step_list_params
import time:      5165 |       5165 |                                         openai.types.beta.threads.runs.run_step_delta_event
import time:      5743 |       5743 |                                         openai.types.beta.threads.runs.step_retrieve_params
import time:      7277 |     136091 |                                       openai.types.beta.threads.runs
import time:       210 |     136300 |                                     openai.types.beta.threads.runs.run_step_include
import time:      4813 |       4813 |                                       openai.types.beta.threads.text_content_block_param
import time:      4739 |       4739 |                                       openai.types.beta.threads.image_url_content_block_param
import time:      4098 |       4098 |                                       openai.types.beta.threads.image_file_content_block_param
import time:      5164 |      18812 |                                     openai.types.beta.threads.message_content_part_param
import time:      5225 |       5225 |                                         openai.types.beta.assistant_tool_choice_function_param
import time:      5073 |      10297 |                                       openai.types.beta.assistant_tool_choice_param
import time:      4764 |      15061 |                                     openai.types.beta.assistant_tool_choice_option_param
import time:      5459 |       5459 |                                     openai.types.beta.assistant_response_format_option_param
import time:      7402 |     183034 |                                   openai.types.beta.threads.run_create_params
import time:      5432 |       5432 |                                   openai.types.beta.threads.run_update_params
import time:      6652 |       6652 |                                   openai.types.beta.threads.message_delta_event
import time:      5305 |       5305 |                                   openai.types.beta.threads.message_list_params
import time:      5134 |       5134 |                                   openai.types.beta.threads.message_create_params
import time:      4610 |       4610 |                                   openai.types.beta.threads.message_update_params
import time:      4982 |       4982 |                                   openai.types.beta.threads.run_submit_tool_outputs_params
import time:      8891 |     423544 |                                 openai.types.beta.threads
import time:       214 |     423757 |                               openai.types.beta.threads.message_content_part_param
import time:      6862 |     430619 |                             openai.types.beta.thread_create_params
import time:      4924 |       4924 |                             openai.types.beta.thread_update_params
import time:      4254 |       4254 |                             openai.types.beta.assistant_list_params
import time:     16563 |      16563 |                             openai.types.beta.assistant_stream_event
import time:      6480 |       6480 |                             openai.types.beta.assistant_create_params
import time:      6212 |       6212 |                             openai.types.beta.assistant_update_params
import time:      9609 |       9609 |                             openai.types.beta.thread_create_and_run_params
import time:      7312 |     556570 |                           openai.types.beta
import time:      6684 |     563254 |                         openai.lib.streaming._assistants
import time:      4134 |     567387 |                       openai.lib.streaming
import time:     35967 |      35967 |                       openai.lib.streaming.chat._types
import time:     13085 |      13085 |                       openai.lib.streaming.chat._events
import time:      7034 |       7034 |                           jiter.jiter
import time:      8335 |      15369 |                         jiter
import time:      4430 |       4430 |                         openai.lib.streaming._deltas
import time:      6136 |      25934 |                       openai.lib.streaming.chat._completions
import time:      5606 |     647977 |                     openai.lib.streaming.chat
import time:      5095 |    1347637 |                   openai.resources.beta.chat.completions
import time:      6543 |    1354179 |                 openai.resources.beta.chat.chat
import time:      4450 |    1358628 |               openai.resources.beta.chat
import time:       163 |    1358791 |             openai.resources.beta.chat.chat
import time:     10755 |      10755 |               openai.pagination
import time:      4016 |      14771 |             openai.resources.beta.assistants
import time:      3314 |       3314 |                     openai.resources.beta.threads.runs.steps
import time:      7664 |      10977 |                   openai.resources.beta.threads.runs.runs
import time:      6291 |      17268 |                 openai.resources.beta.threads.runs
import time:      3896 |       3896 |                   openai.resources.beta.threads.messages
import time:      5060 |       8955 |                 openai.resources.beta.threads.threads
import time:      3538 |      29759 |               openai.resources.beta.threads
import time:       158 |      29917 |             openai.resources.beta.threads.threads
import time:     14250 |      14250 |                       openai.types.beta.realtime.session
import time:      5612 |       5612 |                       openai.types.beta.realtime.error_event
import time:      5580 |       5580 |                         openai.types.beta.realtime.conversation_item_content
import time:      5905 |      11485 |                       openai.types.beta.realtime.conversation_item
import time:      6019 |       6019 |                         openai.types.beta.realtime.realtime_response_usage
import time:      6243 |       6243 |                         openai.types.beta.realtime.realtime_response_status
import time:      6170 |      18432 |                       openai.types.beta.realtime.realtime_response
import time:      5491 |       5491 |                       openai.types.beta.realtime.response_done_event
import time:      8991 |       8991 |                       openai.types.beta.realtime.session_update_event
import time:      5048 |       5048 |                         openai.types.beta.realtime.response_cancel_event
import time:      6083 |       6083 |                           openai.types.beta.realtime.conversation_item_with_reference
import time:      7913 |      13995 |                         openai.types.beta.realtime.response_create_event
import time:      8834 |       8834 |                         openai.types.beta.realtime.transcription_session_update
import time:      5181 |       5181 |                         openai.types.beta.realtime.conversation_item_create_event
import time:      5376 |       5376 |                         openai.types.beta.realtime.conversation_item_delete_event
import time:      5436 |       5436 |                         openai.types.beta.realtime.input_audio_buffer_clear_event
import time:      5219 |       5219 |                         openai.types.beta.realtime.input_audio_buffer_append_event
import time:      5045 |       5045 |                         openai.types.beta.realtime.input_audio_buffer_commit_event
import time:      4812 |       4812 |                         openai.types.beta.realtime.conversation_item_retrieve_event
import time:      5574 |       5574 |                         openai.types.beta.realtime.conversation_item_truncate_event
import time:      6993 |      71509 |                       openai.types.beta.realtime.realtime_client_event
import time:      4955 |       4955 |                         openai.types.beta.realtime.session_created_event
import time:      6454 |       6454 |                         openai.types.beta.realtime.session_updated_event
import time:      4788 |       4788 |                         openai.types.beta.realtime.response_created_event
import time:      4952 |       4952 |                         openai.types.beta.realtime.response_text_done_event
import time:      7029 |       7029 |                         openai.types.beta.realtime.rate_limits_updated_event
import time:      5355 |       5355 |                         openai.types.beta.realtime.response_audio_done_event
import time:      5855 |       5855 |                         openai.types.beta.realtime.response_text_delta_event
import time:      5687 |       5687 |                         openai.types.beta.realtime.conversation_created_event
import time:      5695 |       5695 |                         openai.types.beta.realtime.response_audio_delta_event
import time:      4830 |       4830 |                         openai.types.beta.realtime.conversation_item_created_event
import time:      5432 |       5432 |                         openai.types.beta.realtime.conversation_item_deleted_event
import time:      4222 |       4222 |                         openai.types.beta.realtime.response_output_item_done_event
import time:      4661 |       4661 |                         openai.types.beta.realtime.input_audio_buffer_cleared_event
import time:      6184 |       6184 |                         openai.types.beta.realtime.response_content_part_done_event
import time:      4521 |       4521 |                         openai.types.beta.realtime.response_output_item_added_event
import time:      5153 |       5153 |                         openai.types.beta.realtime.conversation_item_truncated_event
import time:      6238 |       6238 |                         openai.types.beta.realtime.response_content_part_added_event
import time:      5052 |       5052 |                         openai.types.beta.realtime.input_audio_buffer_committed_event
import time:      7279 |       7279 |                           openai.types.beta.realtime.transcription_session
import time:      4877 |      12155 |                         openai.types.beta.realtime.transcription_session_updated_event
import time:      4524 |       4524 |                         openai.types.beta.realtime.response_audio_transcript_done_event
import time:      4700 |       4700 |                         openai.types.beta.realtime.response_audio_transcript_delta_event
import time:      5517 |       5517 |                         openai.types.beta.realtime.input_audio_buffer_speech_started_event
import time:      3950 |       3950 |                         openai.types.beta.realtime.input_audio_buffer_speech_stopped_event
import time:      4399 |       4399 |                         openai.types.beta.realtime.response_function_call_arguments_done_event
import time:      4691 |       4691 |                         openai.types.beta.realtime.response_function_call_arguments_delta_event
import time:      4500 |       4500 |                         openai.types.beta.realtime.conversation_item_input_audio_transcription_delta_event
import time:      3982 |       3982 |                         openai.types.beta.realtime.conversation_item_input_audio_transcription_failed_event
import time:      6078 |       6078 |                         openai.types.beta.realtime.conversation_item_input_audio_transcription_completed_event
import time:      9834 |     161384 |                       openai.types.beta.realtime.realtime_server_event
import time:      5776 |       5776 |                       openai.types.beta.realtime.session_create_params
import time:      4287 |       4287 |                         openai.types.beta.realtime.conversation_item_content_param
import time:      4849 |       9136 |                       openai.types.beta.realtime.conversation_item_param
import time:      3996 |       3996 |                       openai.types.beta.realtime.realtime_connect_params
import time:      8693 |       8693 |                       openai.types.beta.realtime.session_create_response
import time:      6140 |       6140 |                       openai.types.beta.realtime.session_update_event_param
import time:      4433 |       4433 |                         openai.types.beta.realtime.response_cancel_event_param
import time:      5892 |       5892 |                           openai.types.beta.realtime.conversation_item_with_reference_param
import time:      5311 |      11203 |                         openai.types.beta.realtime.response_create_event_param
import time:      5399 |       5399 |                         openai.types.beta.realtime.transcription_session_update_param
import time:      5119 |       5119 |                         openai.types.beta.realtime.conversation_item_create_event_param
import time:      4770 |       4770 |                         openai.types.beta.realtime.conversation_item_delete_event_param
import time:      4502 |       4502 |                         openai.types.beta.realtime.input_audio_buffer_clear_event_param
import time:      5010 |       5010 |                         openai.types.beta.realtime.input_audio_buffer_append_event_param
import time:      4552 |       4552 |                         openai.types.beta.realtime.input_audio_buffer_commit_event_param
import time:      5132 |       5132 |                         openai.types.beta.realtime.conversation_item_retrieve_event_param
import time:      5241 |       5241 |                         openai.types.beta.realtime.conversation_item_truncate_event_param
import time:      5828 |      61184 |                       openai.types.beta.realtime.realtime_client_event_param
import time:      5148 |       5148 |                       openai.types.beta.realtime.transcription_session_create_params
import time:      7203 |     404422 |                     openai.types.beta.realtime
import time:      4979 |     409401 |                   openai.resources.beta.realtime.sessions
import time:      4371 |       4371 |                   openai.resources.beta.realtime.transcription_sessions
import time:      8155 |     421926 |                 openai.resources.beta.realtime.realtime
import time:      4674 |     426599 |               openai.resources.beta.realtime
import time:       178 |     426777 |             openai.resources.beta.realtime.realtime
import time:      5601 |    1835856 |           openai.resources.beta.beta
import time:      4701 |    1840557 |         openai.resources.beta
import time:      6583 |       6583 |                     openai.types.chat.completions.message_list_params
import time:      5048 |      11631 |                   openai.types.chat.completions
import time:      5964 |      17594 |                 openai.resources.chat.completions.messages
import time:      4757 |       4757 |                 openai.resources.chat.completions.completions
import time:      4164 |      26514 |               openai.resources.chat.completions
import time:       188 |      26702 |             openai.resources.chat.completions.completions
import time:      5601 |      32302 |           openai.resources.chat.chat
import time:      3667 |      35969 |         openai.resources.chat
import time:      6923 |       6923 |                 openai.types.audio.translation
import time:      3713 |       3713 |                 openai.types.audio.speech_model
import time:      4960 |       4960 |                 openai.types.audio.transcription
import time:      4138 |       4138 |                 openai.types.audio.transcription_word
import time:      4983 |       4983 |                   openai.types.audio.transcription_segment
import time:      4785 |       9767 |                 openai.types.audio.translation_verbose
import time:      5292 |       5292 |                 openai.types.audio.speech_create_params
import time:      3830 |       3830 |                 openai.types.audio.transcription_include
import time:      4925 |       4925 |                 openai.types.audio.transcription_verbose
import time:      4376 |       4376 |                 openai.types.audio.translation_create_params
import time:      5433 |       5433 |                   openai.types.audio.transcription_text_done_event
import time:      5838 |       5838 |                   openai.types.audio.transcription_text_delta_event
import time:      3673 |      14943 |                 openai.types.audio.transcription_stream_event
import time:      4369 |       4369 |                 openai.types.audio.transcription_create_params
import time:      4126 |       4126 |                 openai.types.audio.translation_create_response
import time:      3850 |       3850 |                 openai.types.audio.transcription_create_response
import time:      5825 |      81033 |               openai.types.audio
import time:      4350 |      85383 |             openai.resources.audio.speech
import time:      3959 |       3959 |             openai.resources.audio.translations
import time:      4926 |       4926 |             openai.resources.audio.transcriptions
import time:      5360 |      99627 |           openai.resources.audio.audio
import time:      3620 |     103247 |         openai.resources.audio
import time:      6805 |       6805 |                     openai.types.evals.eval_api_error
import time:      4164 |       4164 |                     openai.types.evals.run_list_params
import time:      5624 |       5624 |                       openai.types.evals.create_eval_jsonl_run_data_source_param
import time:      6810 |       6810 |                       openai.types.evals.create_eval_completions_run_data_source_param
import time:      4894 |      17328 |                     openai.types.evals.run_create_params
import time:      6382 |       6382 |                       openai.types.evals.create_eval_jsonl_run_data_source
import time:     13258 |      13258 |                       openai.types.evals.create_eval_completions_run_data_source
import time:      8149 |      27787 |                     openai.types.evals.run_list_response
import time:      7395 |       7395 |                     openai.types.evals.run_cancel_response
import time:      8205 |       8205 |                     openai.types.evals.run_create_response
import time:      4653 |       4653 |                     openai.types.evals.run_delete_response
import time:      7692 |       7692 |                     openai.types.evals.run_retrieve_response
import time:      6251 |      90278 |                   openai.types.evals
import time:      9657 |       9657 |                   openai.types.evals.runs.output_item_list_params
import time:      8243 |       8243 |                   openai.types.evals.runs.output_item_list_response
import time:     11727 |      11727 |                   openai.types.evals.runs.output_item_retrieve_response
import time:      5308 |     125212 |                 openai.types.evals.runs
import time:      4342 |     129553 |               openai.resources.evals.runs.output_items
import time:      5158 |     134711 |             openai.resources.evals.runs.runs
import time:      4144 |     138855 |           openai.resources.evals.runs
import time:      4105 |       4105 |           openai.resources.evals.evals
import time:      3253 |     146211 |         openai.resources.evals
import time:      3578 |       3578 |         openai.resources.files
import time:      3298 |       3298 |         openai.resources.images
import time:      3158 |       3158 |         openai.resources.models
import time:      3177 |       3177 |         openai.resources.batches
import time:      6823 |       6823 |               openai.types.uploads.upload_part
import time:      3837 |       3837 |               openai.types.uploads.part_create_params
import time:      4285 |      14945 |             openai.types.uploads
import time:      5050 |      19994 |           openai.resources.uploads.parts
import time:      3859 |       3859 |           openai.resources.uploads.uploads
import time:      4273 |      28125 |         openai.resources.uploads
import time:      4206 |       4206 |             openai.resources.responses.input_items
import time:      3320 |       3320 |             openai.lib._parsing._responses
import time:     52237 |      52237 |                 openai.lib.streaming.responses._events
import time:      9737 |       9737 |                   openai.lib.streaming.responses._types
import time:      6042 |      15779 |                 openai.lib.streaming.responses._responses
import time:      4372 |      72388 |               openai.lib.streaming.responses
import time:       174 |      72561 |             openai.lib.streaming.responses._responses
import time:      6784 |      86870 |           openai.resources.responses.responses
import time:      3615 |      90484 |         openai.resources.responses
import time:       251 |        251 |           array
import time:      3475 |       3475 |               openai._extras._common
import time:      7699 |      11173 |             openai._extras.numpy_proxy
import time:      3301 |       3301 |             openai._extras.pandas_proxy
import time:      4531 |       4531 |             openai._extras.sounddevice_proxy
import time:      4243 |      23247 |           openai._extras
import time:      3737 |      27233 |         openai.resources.embeddings
import time:      4403 |       4403 |         openai.resources.completions
import time:      6439 |       6439 |                         openai.types.fine_tuning.fine_tuning_job_wandb_integration
import time:      5919 |      12357 |                       openai.types.fine_tuning.fine_tuning_job_wandb_integration_object
import time:     12485 |      24841 |                     openai.types.fine_tuning.fine_tuning_job
import time:      4194 |       4194 |                     openai.types.fine_tuning.job_list_params
import time:      6694 |       6694 |                     openai.types.fine_tuning.job_create_params
import time:      4953 |       4953 |                     openai.types.fine_tuning.fine_tuning_job_event
import time:      4593 |       4593 |                     openai.types.fine_tuning.job_list_events_params
